"","School.Name","Total.Enrollment","X..Female","X..Male","elem","mid","high","Grade.1","Grade.2","Grade.3","Grade.4","Grade.5","Grade.6","Grade.7","Grade.8","Grade.9","Grade.10","Grade.11","Grade.12","X..Asian","X..Black","X..Hispanic","X..Multiple.Race.Categories.Not.Represented","X..White","X..Poverty"
"711","711",20271,11287,8983,0,0,1,0,0,0,0,0,0,0,0,5499,5386,4748,4638,7115,5666,2550,459,4481,14083
"712","712",2164,1211,953,0,0,1,0,0,0,0,0,0,0,0,552,565,519,528,35,577,1480,30,42,1561
"713","713",3305,1804,1501,0,0,1,0,0,0,0,0,0,0,0,859,849,831,766,367,646,724,267,1301,1359
"714","714",3321,2059,1262,0,0,1,0,0,0,0,0,0,0,0,864,886,784,787,1486,167,459,164,1045,1580
"715","715",3537,1794,1743,1,0,0,410,435,722,784,827,0,0,0,0,0,0,0,187,234,2816,25,275,2933
"716","716",837,408,429,0,0,1,0,0,0,0,0,0,0,0,205,213,198,221,9,214,599,6,9,770
"717","717",4666,2310,2356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,912,77,3320,34,323,3490
"718","718",254,129,125,1,0,0,28,26,48,33,46,0,0,0,0,0,0,0,3,105,133,9,4,233
"719","719",604,307,297,0,1,0,0,0,0,0,0,218,202,184,0,0,0,0,6,497,93,2,6,542
"720","720",1915,966,949,0,0,1,0,0,0,0,0,0,0,0,463,469,496,487,10,442,1414,31,18,1753
"721","721",803,391,412,0,1,0,0,0,0,0,0,288,283,232,0,0,0,0,6,316,460,15,6,737
"722","722",1587,718,869,0,1,0,0,0,0,0,0,508,523,556,0,0,0,0,47,243,1119,7,171,1359
"723","723",1597,715,882,0,0,1,0,0,0,0,0,0,0,0,490,399,338,370,44,562,931,21,39,1470
"724","724",1872,894,978,0,1,0,0,0,0,0,0,621,630,621,0,0,0,0,91,480,803,100,398,1070
"725","725",1787,1027,760,0,1,0,0,0,0,0,0,618,593,576,0,0,0,0,22,698,1041,12,14,1663
"726","726",829,425,404,0,1,0,0,0,0,0,0,262,267,300,0,0,0,0,12,695,117,3,2,731
"727","727",3376,1660,1716,0,1,1,0,0,0,0,0,511,506,490,555,458,427,429,114,573,2613,49,27,2973
"728","728",499,266,233,1,1,0,53,52,51,52,51,48,52,51,0,0,0,0,2,135,352,8,2,465
"729","729",1203,535,668,0,0,0,0,0,0,0,0,0,0,0,0,423,453,327,1,353,803,5,41,936
"730","730",755,347,408,0,0,1,0,0,0,0,0,0,0,0,254,236,119,146,4,192,544,9,6,709
"731","731",2078,1043,1035,1,0,0,327,325,327,318,250,0,0,0,0,0,0,0,4,415,1619,27,13,1934
"732","732",809,406,403,0,0,1,0,0,0,0,0,0,0,0,231,214,207,157,0,16,792,0,1,740
"733","733",1489,749,740,0,0,1,0,0,0,0,0,0,0,0,461,462,301,265,96,465,797,44,87,1248
"734","734",1572,801,771,0,0,1,0,0,0,0,0,0,0,0,458,400,348,366,125,772,613,29,33,1194
"735","735",1441,757,684,1,0,0,258,255,251,232,200,0,0,0,0,0,0,0,64,37,633,94,613,440
"736","736",2541,1328,1213,0,0,1,0,0,0,0,0,0,0,0,640,614,634,653,527,109,343,191,1371,732
"737","737",2253,1303,950,0,0,1,0,0,0,0,0,0,0,0,578,562,553,560,628,293,795,102,435,1454
"738","738",1420,689,731,1,0,0,260,278,220,169,112,0,0,0,0,0,0,0,95,204,387,29,705,562
"739","739",2420,1138,1282,1,1,0,340,369,393,367,260,198,121,50,0,0,0,0,43,1142,1140,32,63,1993
"740","740",107,50,57,1,0,0,40,0,0,0,0,0,0,0,0,0,0,0,1,41,62,2,1,76
"741","741",1533,739,794,1,0,0,263,238,229,212,206,0,0,0,0,0,0,0,93,159,539,68,674,627
"742","742",1233,522,711,0,0,1,0,0,0,0,0,0,0,0,349,398,298,188,10,1037,134,37,15,950
"743","743",1649,850,799,1,0,0,310,333,312,258,160,0,0,0,0,0,0,0,11,1522,80,16,20,1239
"744","744",2249,1056,1193,1,0,0,337,317,341,324,217,0,0,0,0,0,0,0,30,1584,497,53,85,1946
"745","745",1463,696,767,0,0,1,0,0,0,0,0,0,0,0,263,415,391,394,11,885,504,22,41,1153
"746","746",111,47,64,0,0,1,0,0,0,0,0,0,0,0,111,0,0,0,25,51,32,3,0,98
"747","747",2145,1282,863,0,0,1,0,0,0,0,0,0,0,0,662,616,450,417,129,746,1180,45,45,1615
"748","748",644,356,288,0,1,0,0,0,0,0,0,156,218,270,0,0,0,0,4,353,266,3,18,594
"749","749",484,218,266,0,1,1,0,0,0,0,0,48,119,138,129,43,7,0,2,143,326,12,1,402
"750","750",15052,7301,7750,0,0,1,0,0,0,0,0,0,0,0,4613,3937,4340,2162,1326,1590,4156,340,7640,9069
"751","751",8792,4317,4475,1,1,1,609,625,625,606,564,748,694,678,813,767,755,785,2932,678,1001,639,3542,2186
"752","752",3842,2054,1788,0,1,1,0,0,0,0,436,502,500,508,509,493,442,452,10,189,3626,4,13,3542
"753","753",1251,565,686,0,1,0,0,0,0,0,0,372,433,446,0,0,0,0,6,1026,139,54,26,1038
"754","754",1267,589,678,0,1,0,0,0,0,0,0,446,439,382,0,0,0,0,10,418,819,4,16,1126
"755","755",17684,7613,10071,0,0,1,0,0,0,0,0,0,0,0,5442,4652,3752,3838,7095,564,5335,193,4497,13835
"756","756",544,279,265,0,0,1,0,0,0,0,0,0,0,0,11,210,214,109,11,97,193,9,234,342
"757","757",1022,487,535,0,0,1,0,0,0,0,0,0,0,0,575,226,134,87,8,657,256,75,26,889
"758","758",1086,522,564,0,0,1,0,0,0,0,0,0,0,0,586,243,156,101,10,507,535,17,17,943
"759","759",8827,4083,4744,0,0,1,0,0,0,0,0,0,0,0,2758,2425,1966,1678,334,4938,3073,370,112,7203
"760","760",7087,3447,3640,0,0,1,0,0,0,0,0,0,0,0,2366,2024,1490,1207,93,3411,3347,144,92,5774
"761","761",2824,1957,867,0,1,0,0,0,0,0,0,978,943,903,0,0,0,0,186,252,913,84,1389,911
"762","762",765,401,364,0,0,1,0,0,0,0,0,0,0,0,226,210,170,159,79,100,494,16,76,720
"763","763",2126,1103,1023,1,1,0,54,0,0,0,103,664,629,608,0,0,0,0,29,571,1431,19,76,1963
"764","764",2107,968,1139,1,0,0,313,322,327,322,353,0,0,0,0,0,0,0,364,104,1447,112,80,1742
"765","765",832,509,323,0,1,0,0,0,0,0,1,348,302,181,0,0,0,0,26,304,338,39,125,420
"766","766",2812,1264,1548,0,1,0,0,0,0,0,0,1010,895,907,0,0,0,0,1566,51,177,203,815,941
"767","767",1619,773,846,1,0,0,242,227,245,234,208,0,0,0,0,0,0,0,10,465,1071,49,24,1441
"768","768",1422,793,629,1,1,0,237,230,222,214,197,42,16,0,0,0,0,0,23,923,252,62,162,1047
"769","769",4356,1954,2402,0,0,1,0,0,0,0,0,0,0,0,716,1355,1105,1180,1238,60,2752,37,269,3972
"770","770",9236,3675,5561,0,0,1,0,0,0,0,0,0,0,0,2516,2557,2035,2128,2296,753,5524,192,471,7075
"771","771",3407,1709,1698,1,0,0,523,560,600,626,588,0,0,0,0,0,0,0,31,2472,745,46,113,2747
"772","772",2155,1009,1146,0,1,0,0,0,0,0,0,682,707,766,0,0,0,0,65,1223,755,65,47,1884
"773","773",986,467,519,0,0,1,0,0,0,0,0,0,0,0,238,383,233,132,115,405,349,22,95,697
"774","774",1983,1056,927,0,0,1,0,0,0,0,0,0,0,0,524,512,464,483,32,366,1430,43,112,1567
"775","775",63,8,55,1,0,0,16,16,5,2,0,0,0,0,0,0,0,0,1,25,33,1,3,55
"776","776",176,32,144,1,1,1,16,17,8,8,13,3,4,10,24,21,10,27,19,22,68,5,62,151
"777","777",1710,557,1153,0,0,1,0,0,0,0,0,0,0,0,552,436,381,341,12,661,1012,19,6,1589
"778","778",2294,1274,1019,0,0,1,0,0,0,0,0,0,0,0,611,594,556,533,186,375,627,181,925,892
"779","779",1863,1002,861,1,1,1,65,0,0,0,392,425,416,393,37,38,0,0,19,1587,177,71,9,1490
"780","780",995,488,507,0,0,1,0,0,0,0,0,0,0,0,139,398,178,280,8,886,72,15,14,804
"781","781",1672,780,892,0,1,0,0,0,0,0,0,556,556,560,0,0,0,0,54,968,558,66,26,1436
"782","782",919,394,525,0,0,1,0,0,0,0,0,0,14,11,286,258,198,152,108,237,519,22,33,799
"783","783",2015,1002,1013,0,0,1,0,0,0,0,0,0,0,0,534,578,497,406,326,706,380,26,577,1552
"784","784",3626,1767,1859,1,1,0,422,433,434,430,400,387,380,356,0,0,0,0,666,227,1459,123,1151,2669
"785","785",281,148,133,1,0,0,89,56,22,0,0,0,0,0,0,0,0,0,16,157,86,11,11,214
"786","786",4665,2244,2421,1,0,0,746,758,730,738,730,0,0,0,0,0,0,0,2762,169,1197,439,98,2921
"787","787",2662,1300,1362,1,1,0,252,255,262,285,302,299,300,326,0,0,0,0,28,340,2269,6,19,2188
"788","788",1616,773,843,1,0,0,232,241,247,272,287,0,0,0,0,0,0,0,902,254,401,16,43,1123
"789","789",6194,3171,3023,1,0,0,965,966,915,923,893,0,0,0,0,0,0,0,483,58,5422,20,211,4929
"790","790",2341,1214,1127,1,0,0,349,348,368,385,387,0,0,0,0,0,0,0,64,33,426,9,1809,897
"791","791",2850,1372,1478,1,0,0,437,475,476,511,495,0,0,0,0,0,0,0,577,87,1043,33,1110,2112
"792","792",483,220,263,1,0,0,84,67,78,79,92,0,0,0,0,0,0,0,367,39,71,0,6,450
"793","793",3765,1829,1936,1,0,0,588,575,553,575,566,0,0,0,0,0,0,0,304,209,532,199,2521,714
"794","794",1929,935,994,1,0,0,280,282,281,271,279,0,0,0,0,0,0,0,196,1404,192,93,44,1733
"795","795",3932,1849,2083,1,0,0,557,619,649,702,759,0,0,0,0,0,0,0,271,18,525,61,3057,1168
"796","796",2819,1316,1503,1,0,0,373,419,484,525,490,0,0,0,0,0,0,0,43,207,2538,25,6,2259
"797","797",3704,1642,2062,1,0,0,511,550,548,584,617,0,0,0,0,0,0,0,351,80,703,80,2490,1397
"798","798",1112,574,538,1,0,0,156,147,165,164,150,0,0,0,0,0,0,0,14,874,171,13,40,951
"799","799",2939,1487,1452,1,0,0,472,452,470,481,372,0,0,0,0,0,0,0,17,179,2701,21,21,2459
"800","800",1467,763,704,1,0,0,263,256,255,240,217,0,0,0,0,0,0,0,38,4,113,11,1301,318
"801","801",3396,1664,1732,1,0,0,526,523,519,516,523,0,0,0,0,0,0,0,524,75,236,73,2488,311
"802","802",4373,2227,2146,1,0,0,689,703,674,736,750,0,0,0,0,0,0,0,290,384,3533,77,89,4006
"803","803",5769,2782,2987,1,0,0,1166,1182,1157,438,430,0,0,0,0,0,0,0,3562,19,1984,35,169,4947
"804","804",1877,879,998,1,1,0,152,157,162,173,158,255,269,272,0,0,0,0,67,527,1194,34,55,1653
"805","805",4983,2422,2561,1,0,0,750,827,848,911,909,0,0,0,0,0,0,0,263,443,3901,50,326,4383
"806","806",4376,2090,2286,1,1,0,629,602,563,532,502,337,319,293,0,0,0,0,275,546,517,349,2689,706
"807","807",3210,945,2265,1,1,1,347,367,425,415,387,317,320,331,10,0,0,0,403,1036,1345,48,378,2395
"808","808",3065,1535,1530,1,0,0,521,517,504,497,435,0,0,0,0,0,0,0,255,147,582,240,1841,620
"809","809",4495,2256,2239,1,0,0,695,655,652,634,572,0,0,0,0,0,0,0,351,1890,692,221,1341,1850
"810","810",2381,1225,1156,1,0,0,392,387,393,398,408,0,0,0,0,0,0,0,9,653,1694,8,17,2198
"811","811",5215,2576,2639,1,1,0,633,709,774,839,901,749,0,0,0,0,0,0,1919,103,2559,121,513,3112
"812","812",4444,2292,2152,1,0,0,700,693,713,695,644,0,0,0,0,0,0,0,120,2827,557,359,581,1869
"813","813",4563,2230,2333,1,0,0,739,726,780,755,744,0,0,0,0,0,0,0,698,301,1107,297,2160,1335
"814","814",6030,2914,3116,1,0,0,1012,970,1002,1022,1035,0,0,0,0,0,0,0,3339,16,2420,72,183,5302
"815","815",7741,3865,3876,1,0,0,1272,1304,1346,1374,1215,0,0,0,0,0,0,0,2361,678,4310,93,299,5196
"816","816",4339,2145,2194,1,0,0,703,696,735,741,717,0,0,0,0,0,0,0,803,624,1946,134,832,2773
"817","817",1356,634,722,1,0,0,194,217,209,217,204,0,0,0,0,0,0,0,49,893,350,26,38,1273
"818","818",8207,4118,4089,1,0,0,1207,1324,1535,1594,1465,0,0,0,0,0,0,0,547,211,7257,53,139,6300
"819","819",2198,1145,1053,1,0,0,344,339,333,347,347,0,0,0,0,0,0,0,31,1983,147,28,9,1651
"820","820",2359,1215,1144,1,0,0,350,330,311,316,310,0,0,0,0,0,0,0,44,757,1073,116,369,1694
"821","821",908,444,464,1,0,0,159,167,140,121,109,0,0,0,0,0,0,0,94,264,511,12,27,764
"822","822",1112,569,543,1,0,0,178,171,177,185,149,0,0,0,0,0,0,0,4,356,718,17,17,977
"823","823",1118,567,551,1,0,0,155,148,174,193,210,0,0,0,0,0,0,0,52,558,390,92,26,1038
"824","824",1459,741,718,1,0,0,205,219,210,246,242,0,0,0,0,0,0,0,17,78,1179,16,169,969
"825","825",2859,1373,1486,1,0,0,474,423,426,406,390,0,0,0,0,0,0,0,456,307,1511,79,506,1939
"826","826",748,330,418,1,0,0,129,121,108,104,94,0,0,0,0,0,0,0,8,151,535,4,50,648
"827","827",2726,1297,1429,1,0,0,471,411,395,402,395,0,0,0,0,0,0,0,109,1204,1231,61,121,2414
"828","828",1816,844,972,1,1,0,163,194,207,204,189,258,241,229,0,0,0,0,7,35,1751,1,22,1558
"829","829",3020,1485,1535,1,0,0,421,470,520,555,547,0,0,0,0,0,0,0,1991,344,408,51,226,1800
"830","830",1283,590,693,1,0,0,193,212,215,206,200,0,0,0,0,0,0,0,99,256,819,25,84,981
"831","831",2591,1258,1333,1,1,0,288,295,295,310,306,292,285,272,0,0,0,0,87,179,714,57,1554,1432
"832","832",9572,4720,4852,1,0,0,1695,1589,1564,1574,1503,0,0,0,0,0,0,0,554,47,8901,22,48,8140
"833","833",2984,1508,1476,1,0,0,479,464,474,476,465,0,0,0,0,0,0,0,163,394,2105,99,223,2374
"834","834",2563,1258,1305,1,0,0,385,406,419,396,393,0,0,0,0,0,0,0,784,273,1292,94,120,1712
"835","835",2288,1216,1072,1,0,0,391,340,307,289,275,0,0,0,0,0,0,0,74,1071,475,138,530,1390
"836","836",6465,3130,3335,1,0,0,971,974,944,1031,1060,0,0,0,0,0,0,0,4762,246,1281,54,122,5974
"837","837",871,417,454,1,0,0,145,156,138,153,156,0,0,0,0,0,0,0,11,142,655,21,42,825
"838","838",2914,1473,1441,1,0,0,397,415,454,462,475,0,0,0,0,0,0,0,25,2519,285,11,74,2082
"839","839",6876,3354,3522,1,0,0,1016,1057,1097,1137,1151,0,0,0,0,0,0,0,4291,77,2027,83,398,5332
"840","840",3335,1494,1841,1,0,0,567,552,561,586,574,0,0,0,0,0,0,0,78,2143,951,117,46,2983
"841","841",4901,2490,2411,1,0,0,780,810,762,851,830,0,0,0,0,0,0,0,382,1130,2771,139,479,4235
"842","842",4445,2175,2270,1,0,0,723,738,693,707,700,0,0,0,0,0,0,0,2714,38,1499,62,132,3972
"843","843",1463,678,785,1,0,0,222,222,217,225,205,0,0,0,0,0,0,0,13,740,656,22,32,1278
"844","844",2717,1406,1311,1,0,0,425,441,439,419,398,0,0,0,0,0,0,0,175,30,434,43,2035,963
"845","845",1556,770,786,1,0,0,229,212,251,262,246,0,0,0,0,0,0,0,6,565,967,6,12,1378
"846","846",1882,948,934,1,0,0,278,296,300,301,309,0,0,0,0,0,0,0,86,22,1666,13,95,1775
"847","847",5142,2450,2692,1,0,0,766,790,820,1001,977,0,0,0,0,0,0,0,4373,106,540,57,66,3172
"848","848",4578,2212,2366,1,0,0,821,775,738,755,679,0,0,0,0,0,0,0,411,305,1953,205,1704,1296
"849","849",1072,494,578,1,0,0,158,171,169,156,163,0,0,0,0,0,0,0,9,105,945,4,9,982
"850","850",74,32,42,1,0,0,11,10,8,10,16,0,0,0,0,0,0,0,3,38,23,4,6,69
"851","851",1145,495,650,1,0,0,155,151,212,205,181,0,0,0,0,0,0,0,24,760,296,10,55,875
"852","852",3502,1834,1668,1,0,0,553,570,551,552,544,0,0,0,0,0,0,0,2149,314,564,83,392,2212
"853","853",1332,702,630,1,0,0,233,236,200,177,168,0,0,0,0,0,0,0,152,50,421,35,674,664
"854","854",727,312,415,1,0,0,121,107,91,133,113,0,0,0,0,0,0,0,5,152,561,2,7,688
"855","855",333,165,168,1,0,0,53,47,60,61,56,0,0,0,0,0,0,0,2,277,43,1,10,315
"856","856",3214,1532,1682,1,0,0,495,525,514,546,518,0,0,0,0,0,0,0,24,433,2604,25,128,2841
"857","857",3268,1510,1758,1,0,0,501,511,532,559,569,0,0,0,0,0,0,0,590,260,718,92,1608,1664
"858","858",4670,2347,2323,1,0,0,798,794,740,717,641,0,0,0,0,0,0,0,215,150,524,321,3460,547
"859","859",3629,1756,1873,1,0,0,585,575,566,577,592,0,0,0,0,0,0,0,982,55,2214,11,367,3142
"860","860",790,394,396,1,0,0,109,110,114,137,112,0,0,0,0,0,0,0,11,337,408,12,22,740
"861","861",4063,1957,2106,1,0,0,677,674,681,653,625,0,0,0,0,0,0,0,349,107,987,134,2486,1461
"862","862",2212,1138,1074,1,0,0,276,331,345,365,364,0,0,0,0,0,0,0,21,471,1650,17,53,2058
"863","863",2696,1250,1446,1,0,0,406,413,441,435,439,0,0,0,0,0,0,0,1516,213,563,34,370,1536
"864","864",3034,1449,1585,1,0,0,471,461,420,400,377,0,0,0,0,0,0,0,253,157,1269,48,1307,2138
"865","865",2049,948,1101,1,0,0,308,319,336,317,322,0,0,0,0,0,0,0,9,981,874,92,93,1829
"866","866",2472,1123,1349,1,0,0,355,387,431,410,381,0,0,0,0,0,0,0,222,518,597,102,1033,1093
"867","867",4938,2461,2477,1,0,0,813,783,783,779,771,0,0,0,0,0,0,0,3365,40,907,122,504,3172
"868","868",3382,1641,1741,1,0,0,496,514,521,518,539,0,0,0,0,0,0,0,220,26,572,67,2497,1146
"869","869",3155,1611,1544,1,0,0,503,521,504,499,502,0,0,0,0,0,0,0,747,504,906,261,737,1496
"870","870",4913,2316,2597,1,0,0,826,814,806,822,826,0,0,0,0,0,0,0,2372,732,1223,386,200,3867
"871","871",4669,2294,2375,1,0,0,725,732,752,752,762,0,0,0,0,0,0,0,53,482,3979,95,60,4029
"872","872",2891,1413,1478,1,0,0,454,449,458,486,451,0,0,0,0,0,0,0,303,1996,474,78,40,2568
"873","873",2402,1146,1256,1,0,0,354,362,388,370,357,0,0,0,0,0,0,0,66,101,439,42,1754,604
"874","874",1501,516,984,1,1,1,7,16,13,16,21,19,22,15,533,442,155,241,40,648,641,23,149,1208
"875","875",1810,897,913,1,0,0,301,319,309,307,335,0,0,0,0,0,0,0,10,482,1271,25,22,1685
"876","876",3405,1691,1714,1,0,0,562,515,521,563,524,0,0,0,0,0,0,0,958,1145,916,287,99,2899
"877","877",4409,2183,2226,1,0,0,644,638,661,662,704,0,0,0,0,0,0,0,281,11,642,68,3407,1531
"878","878",1994,1027,967,1,0,0,283,280,276,274,269,0,0,0,0,0,0,0,23,821,1084,28,38,1788
"879","879",2167,1061,1106,1,0,0,353,349,341,389,414,0,0,0,0,0,0,0,41,1801,238,78,9,1454
"880","880",3793,1835,1958,1,0,0,633,614,565,561,583,0,0,0,0,0,0,0,941,366,2259,100,127,2739
"881","881",1881,966,915,1,0,0,285,277,280,295,282,0,0,0,0,0,0,0,292,58,588,39,904,1292
"882","882",1263,589,674,1,0,0,200,225,219,202,200,0,0,0,0,0,0,0,29,1090,107,10,27,957
"883","883",2875,1390,1485,1,1,0,409,415,414,392,374,1,0,0,0,0,0,0,479,917,641,168,670,1474
"884","884",2077,1020,1057,1,0,0,358,351,365,310,272,0,0,0,0,0,0,0,156,106,175,51,1589,288
"885","885",3362,1725,1637,1,0,0,587,554,517,478,470,0,0,0,0,0,0,0,388,71,469,356,2078,325
"886","886",1658,807,851,1,0,0,225,238,247,260,230,0,0,0,0,0,0,0,67,1162,333,65,31,1394
"887","887",1767,883,884,1,0,0,221,258,296,297,332,0,0,0,0,0,0,0,241,969,441,31,85,1618
"888","888",2452,1243,1209,1,0,0,388,410,397,430,441,0,0,0,0,0,0,0,1215,48,482,68,639,964
"889","889",2056,1055,1001,1,0,0,314,323,301,319,311,0,0,0,0,0,0,0,155,28,198,264,1411,165
"890","890",816,397,419,1,0,0,115,140,142,140,151,0,0,0,0,0,0,0,19,391,376,7,23,758
"891","891",3175,1500,1675,1,0,0,473,476,488,509,547,0,0,0,0,0,0,0,2828,32,194,19,102,2130
"892","892",5174,2518,2656,1,0,0,829,852,832,829,785,0,0,0,0,0,0,0,465,62,700,58,3889,1805
"893","893",4554,2307,2247,1,1,0,468,478,525,522,546,443,390,358,0,0,0,0,150,2655,1474,78,197,4151
"894","894",268,139,129,1,0,0,39,41,40,42,41,0,0,0,0,0,0,0,0,82,181,2,3,252
"895","895",243,121,122,1,0,0,41,48,38,29,29,0,0,0,0,0,0,0,1,206,26,2,8,230
"896","896",3352,1711,1641,1,0,0,526,542,508,488,487,0,0,0,0,0,0,0,119,1335,1664,147,87,3173
"897","897",1719,804,915,1,1,0,234,226,252,244,234,49,0,0,0,0,0,0,121,1162,333,70,33,1538
"898","898",4346,2179,2167,1,0,0,709,734,697,682,656,0,0,0,0,0,0,0,303,728,2104,177,1034,3121
"899","899",1344,679,665,1,0,0,190,200,203,219,233,0,0,0,0,0,0,0,123,208,537,31,445,1131
"900","900",2865,1344,1521,1,0,0,438,438,460,503,518,0,0,0,0,0,0,0,1800,131,408,100,426,1414
"901","901",2647,1338,1309,1,1,0,278,301,286,279,310,264,259,253,0,0,0,0,20,1285,1288,28,26,2483
"902","902",4732,2302,2430,1,0,0,759,812,846,844,759,0,0,0,0,0,0,0,109,659,3826,37,101,4149
"903","903",1471,736,735,1,0,0,192,197,220,228,240,0,0,0,0,0,0,0,26,724,649,39,33,1313
"904","904",1150,571,579,1,1,0,129,133,131,131,147,87,75,76,0,0,0,0,5,16,186,13,930,435
"905","905",3643,1744,1899,1,0,0,531,558,559,574,558,0,0,0,0,0,0,0,27,902,2658,14,42,3271
"906","906",2914,1432,1482,1,0,0,481,470,457,469,456,0,0,0,0,0,0,0,1303,24,842,47,698,2018
"907","907",2651,1237,1414,1,0,0,367,391,432,485,437,0,0,0,0,0,0,0,20,31,2499,15,86,2478
"908","908",4905,2372,2533,1,1,0,518,527,545,549,550,553,547,524,0,0,0,0,979,204,860,91,2771,2108
"909","909",2939,1410,1529,1,0,0,417,443,455,478,449,0,0,0,0,0,0,0,512,1642,596,153,36,2618
"910","910",5792,2828,2964,1,1,0,581,616,623,659,675,731,690,657,0,0,0,0,1047,41,1444,79,3181,2742
"911","911",651,312,339,1,0,0,82,94,89,101,111,0,0,0,0,0,0,0,3,168,465,7,8,611
"912","912",3843,1987,1856,1,0,0,538,588,636,680,704,0,0,0,0,0,0,0,504,90,612,88,2549,1550
"913","913",3310,1584,1726,1,0,0,517,505,479,487,516,0,0,0,0,0,0,0,727,643,1466,408,66,3041
"914","914",1199,632,567,1,0,0,505,0,0,0,0,0,0,0,0,0,0,0,367,49,526,85,172,942
"915","915",2181,1096,1085,1,0,0,322,317,313,297,301,0,0,0,0,0,0,0,382,305,990,58,446,1177
"916","916",2719,1372,1347,1,0,0,424,400,389,387,396,0,0,0,0,0,0,0,457,40,531,56,1635,1729
"917","917",2235,1091,1144,1,0,0,347,319,317,364,357,0,0,0,0,0,0,0,70,1771,294,61,39,1632
"918","918",4159,2076,2083,1,0,0,600,634,642,650,646,0,0,0,0,0,0,0,691,588,603,69,2208,3193
"919","919",5527,2698,2829,1,0,0,801,840,882,954,916,0,0,0,0,0,0,0,70,1687,3670,16,84,4938
"920","920",3977,2011,1966,1,0,0,588,609,598,597,598,0,0,0,0,0,0,0,1344,241,863,88,1441,2359
"921","921",2784,1325,1459,1,0,0,451,487,488,467,445,0,0,0,0,0,0,0,907,202,1476,150,49,1973
"922","922",877,441,436,1,0,0,120,125,122,120,118,0,0,0,0,0,0,0,52,473,293,27,32,795
"923","923",1428,695,733,1,0,0,214,213,210,234,227,0,0,0,0,0,0,0,1,689,729,4,5,1337
"924","924",3024,1377,1647,1,0,0,451,460,488,488,509,0,0,0,0,0,0,0,123,15,328,37,2521,1035
"925","925",2577,1304,1273,1,0,0,356,365,381,391,385,0,0,0,0,0,0,0,1191,224,621,498,43,2105
"926","926",1914,946,968,0,0,0,0,508,465,477,464,0,0,0,0,0,0,0,672,83,828,93,238,1582
"927","927",1160,536,624,1,0,0,196,179,159,162,156,0,0,0,0,0,0,0,37,722,164,33,204,814
"928","928",3445,1649,1796,1,0,0,552,576,570,582,610,0,0,0,0,0,0,0,714,277,2175,61,218,2800
"929","929",2763,1357,1406,1,0,0,416,436,441,459,469,0,0,0,0,0,0,0,18,688,1905,108,44,2409
"930","930",3421,1680,1741,1,0,0,521,501,494,515,492,0,0,0,0,0,0,0,148,1843,1176,110,144,2861
"931","931",1433,697,736,1,0,0,216,229,245,233,195,0,0,0,0,0,0,0,8,376,1011,15,23,1282
"932","932",4993,2429,2564,1,0,0,822,791,788,762,739,0,0,0,0,0,0,0,184,136,555,466,3652,543
"933","933",2999,1510,1489,1,0,0,509,498,464,453,452,0,0,0,0,0,0,0,549,49,323,297,1781,302
"934","934",961,473,488,1,0,0,158,136,153,156,145,0,0,0,0,0,0,0,7,472,450,16,16,810
"935","935",4326,2002,2324,1,0,0,661,672,703,735,746,0,0,0,0,0,0,0,599,195,1073,123,2336,2576
"936","936",5971,2884,3087,1,0,0,844,901,957,955,961,0,0,0,0,0,0,0,971,188,4318,256,238,5070
"937","937",594,284,310,1,0,0,76,84,97,81,113,0,0,0,0,0,0,0,3,119,462,7,3,563
"938","938",6316,3125,3191,1,0,0,900,981,1025,1061,1124,0,0,0,0,0,0,0,2210,359,3051,268,428,5234
"939","939",3010,1526,1484,1,0,0,449,483,523,531,554,0,0,0,0,0,0,0,1798,100,942,102,68,2086
"940","940",962,406,556,1,0,0,159,144,135,138,150,0,0,0,0,0,0,0,44,181,669,14,54,873
"941","941",3061,1469,1592,1,0,0,470,506,513,558,539,0,0,0,0,0,0,0,94,267,2564,110,26,2393
"942","942",2522,1226,1296,1,0,0,356,382,393,412,420,0,0,0,0,0,0,0,411,135,1614,130,232,2177
"943","943",3221,1615,1606,1,0,0,494,511,473,492,478,0,0,0,0,0,0,0,31,870,2233,23,64,2779
"944","944",1797,830,967,1,0,0,291,288,283,272,274,0,0,0,0,0,0,0,5,448,1319,17,8,1552
"945","945",3383,1639,1744,1,0,0,525,532,561,605,610,0,0,0,0,0,0,0,47,2573,662,60,41,2151
"946","946",3224,1503,1721,1,0,0,460,480,513,525,524,0,0,0,0,0,0,0,115,82,2756,19,252,2090
"947","947",4662,2047,2615,1,0,0,710,724,782,777,813,0,0,0,0,0,0,0,919,109,998,103,2533,2672
"948","948",5136,2661,2475,1,0,0,749,722,864,898,910,0,0,0,0,0,0,0,2572,24,2048,120,372,2812
"949","949",3090,1496,1594,1,0,0,470,478,472,472,470,0,0,0,0,0,0,0,69,487,2459,33,42,2704
"950","950",4480,2110,2370,1,0,0,673,683,647,664,669,0,0,0,0,0,0,0,747,119,1909,88,1617,3633
"951","951",3855,1872,1983,1,0,0,558,578,590,624,608,0,0,0,0,0,0,0,150,42,2170,128,1365,3210
"952","952",8060,3919,4141,1,1,0,784,863,932,997,1042,990,956,886,0,0,0,0,656,373,5047,106,1878,5923
"953","953",4052,1972,2080,1,0,0,606,618,612,629,652,0,0,0,0,0,0,0,172,841,2837,3,199,3488
